objectid,format,title,date,location,publisher,longitude,latitude,subject,editor,creator,note,call_number,provenance,binding_description,local_note
buch0983,record,Berlinischer Musenalmanach für 1792,1792,Berlin,Karl Matzdorff,,,poetry; elegies; music sheets;,Karl Heinrich Jördens,Susanne von Bandemer; Johann August von Beyer; Ernst Christoph Bindemann; Gottlob Wilhelm Burmann; Gottlob Nathanael Fischer; Johann Frank; Henriette Frölich; Daniel Jenisch; Georg Friedrich John; Foost von Trabendau; Anna Louise Karschin; Josch; Karoline Luise von Klenke; Karl Friedrich Klischnige; Heinrich Gottlieb Köhler; Matzdorff; Müchler; Karl Wilhelm Ramler; Johann Friedrich Seidel; Kohleder; Friedrich Wilhelm August Schmidt; Selmar; Siede; Stägemann; Zöllner; Walter; Amalia von Wallroth; Walter und Cronegt,,PT19.N44,signature on title page; pencil annotations page 34; note and date (1919) on back page,brown-yellow marbled boards,
buch0984,record,Neuer Berlinischer Musenalmanach für 1793,1793,Berlin,Frankeschen Buchhandlung,,,,Friedrich Wilhelm August Schmidt and Ernst Christoph Bindemann,Rud Agrikola; EC Bindemann; Heinriette Frölich; Hagemeister; Herklots; John; Karsten; KLV Klenke; KF Kischnige; Karl Mirchler; KH Osterlein; August Röder; FWA. Schmidt; Schrader; JF Seidel; Carl Spazier; FA Stägemann; FG Walter,,PT19.N441,,brown paper cover,
buch0985,record,Neujahrs-Almanach für Unterthanenund Knechte,1928,Leipzig,EO Weller,,,economic and political essays; song,,,lists of other social democratic literature at the time,PT19.N48,,partially rebound in gray cloth; yellow boards stormont-like marbling,"reprint/republication of an an almanach from 1850. Republication: Wien, Sozialwissenschaftlichen Studien Bibliothek; Original: Leipzig, EO Weller"
buch0986,record,"Neujahrs Taschenbuch von Weimar, auf das Jahr 1801",1801,Weimar,Gebrüdern Gädicke,,,Festspiel (festival play/performance/drama; songs; social essay; poetry; elegies; stories; fairy tales; aphorisms,Seckendorff,Göthe; Siegmund von Seckendorf; F Majer; Fr. Brun; Jean Paul Fr. Richter,,PT19.N5,,light purple paper cover with engravings,
buch0987,record,Almanach dramatischer Spiele für die Jahre 1829 bis 1961,1829,Zwickau,Gebrüder Schumann,,,humor; comedy; games,Simplicius,,,PT19.N52,card inside with a lot of writing (talks about the almanach and its contents),slipcase made from brown paper boards; book made of purple paper board; yellow edges,comes with a dice table for games
buch0988,record,Neuster Berlinischer Musen-Almanach für das Jahr 1802,1802,Berlin,Christian Gottfried Schöne,,,poetry; music sheets; dialogue,Friedrich Gottlob Walter,Saul Ascher; J von Boguslavskn; Friedrich Cramer; K von Boguslavskn; Daphne; Gleim; AL Karschinn; Franz von Kleist; Wilhelmine Freiin v Hastfer; KL von Klenke; Kynophilos; Philalethes; Klamer Schmidt; Walter,,PT19.N53,,rebound in red cloth,
buch0989,record,Niederrheinischer Volkskalender auf das Gemeinjahr 1863,1863,Wesel,A Bagel,,,calendar; astrology; map; stories; biographies; historical accounts; descriptions of current events; comics; military descriptions,,,,PT19.N62,,rebound in green cloth; green paper wrap with printed design,large map inside
buch0990,record,Niederrheinischer Volkskalender auf das Gemeinjahr 1865,1865,Wesel,A Bagel,,,calendar; astrology; map; stories; biographies; historical accounts; descriptions of current events; poetry; comedy; semi-journalism; military descriptions,,Hermann Kleinstueber; Louise von Gall,,PT19.N62,,rebound in green cloth; green paper wrap with printed design,a Prussian legal notice pasted in; advertisement pasted inside
buch0991,record,Niederrheinischer Volkskalender auf das Gemeinjahr 1866,1867,Wesel,A Bagel,,,calendar; astrology; map; stories biographies; historical accounts; description of current events; poetry; comedy; reproduced letter; semi-journalism; military descriptions,,Hermann Kleinstueber; Dr H Klencke; L Bechstein; PJ Beumer; Wilhelm,,PT19.N62 v.32,prussian stamp; calendar notes are filled out with pencil,rebound in black cloth and marble boards,directory; advertisement
buch0992,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1799,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,FA Krummacher; K Paffrath; Schnoor; J Jos Pfeiffer,,PT19.N64 v.1,pencil writing and signature on back page,blue paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0993,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1799,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,FA Krummacher; K Paffrath; Schnoor; J Jos Pfeiffer,,PT19.N64 v.2 c2,,purple paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0994,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1800,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,FA Krummacher; Stiegler,,PT19.N64 v.2,stamp (Bücher Sammlung von Ph Nathusius),black and green paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0995,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1801,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,EC Kleinschmidt; KH Fischer; Schrbr.; Stiegler; Karl Hengstenberg; Buri; K Paffrath,,PT19.N64 v.3,,yellow paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0996,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1802,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,Stiegler; A Ecker; Kleinschmidt; Buri; W Aschenberg; Karl,,PT19.N64 v.4,,orange brown paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0997,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1803,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,Stiegler; Kehr; Kaufmann; Ecker: J Maus,,PT19.N64 v.5,,rebound in dark blue cloth,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0998,record,Niederrheinischer Taschenbuch für Liebhaber der Schönen and Guten,1805,Düsseldorf,JHL Schreiner,,,calendar; poetry; music sheets; essays; aesthetics,F Mohn,J Maus; Buri; Stiegler; Kapf; Ecker; August Kuhn; JP Spicker; Karl Pfaffrath,,PT19.N64 v.6,,orange brown paper boards with engravings,directory of other books from the same publisher; dictonary or clarification of used terms at the end
buch0999,record,Norddeutscher Frühlings-Almanach,1836,Berlin,LW Krause'schen Buchhandlung,,,poetry; songs,Verein der jüngeren Berliner Dichter,F Brunold; J Felisch; E Ferrand; H Hagendorff; R Heilmann; A Hillert; A Horwitz; W Jäger; H Julius; C Jungnis; L Koszarsky; E Lefson; H Marggraff; R Marggraff; J Minding; F Niemann; A Rebenstein; F von Sallet; LA Schweitzer; A Sutor; F Weisse,,PT19.N76,,blue paper boards with engravings,
buch1000,record,Norddeutscher Frühlings-Almanach,1837,Berlin,LW Krause'schen Buchhandlung,,,poetry; songs,,F Brunold; E Ferrand; H Fitzau; H Hagendorff; R Heilmann; A Hillert; A Horwitz; W Jäger; H Julius; C Jungnitz; L Koszarski; C Linde; J Minding; F Niemann; A Rebenstein; F v Sallet; L Schweitzer,,PT19.N76,,bright green board,
buch1001,record,Nordischer Musenalmanach für das Jahr 1818,1818,Leipzig; Hamburg,Rein und Comp; Perthes und Besser in Commission,,,poetry; music sheets,Winfried,Winfried; GA von Halem; WR Freudentheil; R Sickmann; Michael Wolters; Morhoff; Farmer; Allwyn; Minder; Klamer Schmidt; Prätzel; Eichler; Sickmann; Theobald,,PT19.N8,pencil writing on title page,part leather; beige speckled boards; red edges,green bookmark
buch1002,record,Norddeutscher Musen-Almanach,1858,Leipzig,Heinrich Hübner,,,poetry; humns; sonnets; novella; stories,Emil Weber,W Andreae; W Buchholz; H Waldow; A v Nitschke; G Dörrien; H Zeise; Eccarius; GA Ritter; R Kulemann; Pauline Schanz; W Dunker; L Schulmann; G Weisze; Fr Voigt; Emil Weber; Günther Nicol; E Michelsen; F Brunold; Martin Perels; Fr Jukes; W Pohse; G Ofterwald; Th Ubellohde; Mary Schnorr; O v Grahl; Dr Eggers; Mack,"uniquely divided thematically into 6 different sections (poesie, Naut, Leben, Liebe, Religion, Nachtrag",PT19.N974 v.2,,rebound with marbled boards and white cloth; yellow paper wrap,
buch1003,record,Nordischer Musenalmanach für 1820,1820,Hamburg,Herold'schen Buchhandlung,,,poetry; songs; music sheets,Winfried,Georg Nicolaus Bärmann; PF Bartels; Dr. Ferd Beckerich; Dr. Friedrich Cramer; Friederike Henriette Cranz; JCF Cunze; Carl Georg Curtins; Ecker; Joachim Gerhard Eggers; Eugenie; Farmer; Friedrich de la Motte Fouqué; Wilhelm Nicolaus Freudenthei; Dr JCH Gittermann; Leopold Friedrich Günther Göckingk; Gerhard Anton v Halem; Elise v Hohenhausen; Johanna Jacobsen; Anna Luise Karsch; Ernst Gottlob Köstlin; Friedrich Lautsch; Lebrün; Georg Lotz; Christian Adolph Overbeck; Friedrich Raszmann; Rese; Ernst August Richter; v Ries; AC Rold; Ryno; Carl v Schirach; Klamer Eberhard Carl Schmidt; GP Schmidt von Lübeck; Rudolph Sickmann; Matth Nicol Sothmann; Waller; Winfried; JFK Stark,,PT19.N8,illegible writing on the first inside page,faded paper boards with engravings; gilt edges,
buch1004,record,Nordischer Musenalmanach für 1819,1819,Leipzig; Hamburg,Rein und Comp; Perthes und Besser in Commission,,,poetry; songs; music sheets,Winfried,Bartels; Cramer; Farmer; Friedrich de la Motte Fouque; Freudentheil; Gebhard; Gittermann; Göckingk; von Halem; Friedrich Herrmann; Köstlin; Kunhardt; Lautsch; von Lindenstadt; Overbeck; Samuel Christian Pape; Prätzel; Raszmann; Rese; Richter; von Ries; Ryno; Schmidt; Rudolph Sickmann; Sothmann; Winfried; Wolters,,PT19.N8,signature on inside title page,rebound in brown floth; blue paper wrap,a sheet of prayer/sermon taped in
buch1005,record,Nordischer Musenalmanach für 1821,1821,Hamburg,Herold'schen Buchhandlung,,,Poetry; sonnetts,Winfried,FWF Graf v Ahlefeld-Laurvig; Alexis; Moriz Bachmann; Dr. Georg Nicolaus Bärmann; PF Bartels; Bramigk; CF Crain; Friedrich Cramer; Frederike Henriette Cranz; August Friedrich Dies; H Dörscher; Farmer; Friedrich de la Motte Fouqué; Wilhelm Nicolaus Freudentheil; Gitterman; Göckingk; Ludewig Moritz Holm; Anna Luise Karsch; Friedrich Lautsch; AC Lindenhan; Franz Maszlieb; Nemesis; Christian Adolph Oberbeck; Pape; Prätzel; Friedrich Raszmann; Johann Carl August Rese; Ernst August Richter; v Ries; Ryno; Carl v Shirach; Serenus; Klamer Eberhard Carl Schmidt; Schmidt von Lübeck; Rudolph Stickmann; CW Soltau; Stiegler; Thiele; Wernekink; Winfried,,PT19.N8,,rebound in brown cloth; stormont marbling,
buch1006,record,Nordischer Musenalmanach für 1822 and 1823,1822;1823,Hamburg,Herold'schen Buchhandlung,,,poetry; sonnets; elegies; songs; music sheet,Winfried,Alexis; Dr. Georg Nicolaus Bärmann; Bartels; Bramigk; Carl Philipp Conz; Friedrich Cramer; Frederike Henriette Cranz; H Dörscher; Farmer; Friedrich de la Motte Fouqué; Wilhelm Nicolaus Freudentheil; Gitterman; Göckingk; Adolph Hadlob; Ludewig Moritz Holm; F Jentzen; Fr v Kurowski-Eichen; Friedrich Lautsch; AC Lindenhan; MC Macgregor; Eduard Messow; Nemesis; Alexander von Norden; LA Oldburg; Pape; Friedrich Raszmann; Karl v Reinhard; Johann Carl August Rese; Ernst August Richter; v Ries; Carl v Shirach; Serenus; Klamer Eberhard Carl Schmidt; Schmidt von Lübeck; Rudolph Stickmann; Smidt von Altona; CW Soltau; JFK Stark; Thiele; Wernekink; Winfried,,PT19.N8,"big ""92"" on inside title page",brown paper boards; green edges,two different almanachs from two different years bound together
buch1007,record,Novellen-Almanach für das Jahr 1843,1843,Hannover,Hahn'schen Hofbuchhandlung,,,novellas,Karl Gödeke,Baronin von B; M Honek; George Schirges; Friedrich Voigts; Eduard Wedekind; Karl Gödeke,,PT19.N9,"""Lincke"" Stamp on title page and some pencil markings; Heims library stamp by the table of contents",partly leather (leather is mostly on the spine); marbled board,
buch1008,record,Novellenkranz Ein Almanach auf das Jahr 1831,1831,Berlin,G Reimer,,,novellas; poetry,Ludwig Tieck,,,PT19.N92 v.1,,"faded paper boards, gilt edges",an accumulation of engravings at the beginning
buch1009,record,Nürnbergischer Kinder-Almanach auf das Jahr 1782,1782,Nürnberg,Christoph Weigel und AG Schneiderischen Kunsthandlung,,,calendar; essays; explanations,,,,PT19.N95,"some numbers on the first inside page, ICU stamp","blue marbled paper boards, red eges",
buch1010,record,Novellenkranz Ein Almanach auf das Jahr 1831,1832,Berlin,G Reimer,,,novellas,Ludwig Tieck,,,PT19.N92 v.2,"""Lincke"" stamp on tittle page; writing in pen on first inside page; Heims Library stamp",partly leather (leather is mostly on the spine); marbled black board; red edges,collection of novellas
buch1011,record,Allgemeiner öconomischer oder Landwirtschafts Kalender,1770;1771;1772;1773;1774;1775;1776;1777;1778;1779;1780;1781;1782,Stuttgart,Johann Benedict Mezler,,,calendar; advisory essays and commentaries; instructions; instruction manual,,,swabian focused,PT19.O27,stamp from Bassenheim'sche Bibliothek (Schloss Buxheim),stormont or gloster marbled boards,strings on the side to bind it
buch1012,record,Ein Almanach auf das Jahr 1834,1834,Berlin,G Reimer,,,novellas; essay,Ludwig Tieck,,,PT19.N92 v.3,writing on the back page,blue boards; gold embossed; gilt edges,green bookmark
buch1013,record,Obscuranten-Almanach auf das Jahr 1799,1799,Paris,Gerard Fuchs,,,calendar; essays; poetry,AGF Rebmann,,,PT19.O2 v.2,,leather bound boards and gold embossed; gloster marbling; orange paper wrap,
buch1014,record,Oesterreichischer Musen-Almanach,1840,Wien,Tendler and Schaefer,,,poetry; epigrams; dialogue; skit,Andreas Schumacher,Eginhard; Sauter; Levitschnigg; Jusner; Ebert; Neumann; Lauer; Paoli; Pannasch; Sermage; Schumacher; Mayrhofer; Dräxler-Manfred; Bauernfeld; Bergmann; Kuranda; Straube; Rollet; Herlotzsohn; Feuchtersleben; Ischabuschnigg; Seidl; Stierle-Holzmesiter; Lazarini; Perger; Weogl; Steinsberg; Löwenthal; Frankl; Schleifer; Gaal; Jeiteles; Uffo Horn; Kaltenbrunner; Carlopago; Prechtler; Neumann; bernard; Schindler; Hammer-Purgstall; Schober; Pichler; Böhm; Müller; Boulles; halm; Sonnleither; Oesterlein; Vogl; Serenus; Rossi; Deinhardstein; Schurz; Frank; Kolisch; Pyrker; Kraft; Hirsch; Welzl; Hingenau; Silesius; Baumann; Huber,,PT19.O3,,green marbled boards,
buch1015,record,Österreichisches Taschenbuch für das Jahr 1806,1806,Wien,Anton Pichler,,,poetry; stories; dialogue,,Leop. Haschka; Ferd. Drexler; Hinsberg; Karl Anton von Gruber; Streckfuss; Hölzel; Caroline Pichler; Ulrich Petrak; Greiner; Grötzing; Wagenman; Scheiger; Peter Hebel; Aloys Zettler; Retzer,,PT19.O35,faded writing on opening pages,pink paper boards with engravings; printed paste paper,
buch1016,record,Rosen: Ein Taschenbuch für 1831,1831,Leipzig,Friedrich August Leo,,,novellas; stories,,Wilhelm Blumenhagen; Georg Döring; M Niesner; Otto v Deppen; C von Wachsman],,PT19.R82,,green paper boards; gilt edges,
buch1017,record,Rastatter Taschenbuch auf das Jahr 1802,1802,Rastatt; Mannheim,Sprinzing; Schwan and Götz,,,calendar; poetry; stories; essays,Verfasser der Szenen aus Fausts Leben,,,PT19.R25,,partially rebound with green cloth; stormont or gloster marbled boards,
buch1018,record,Rheinblüten,1819,Karlsruhe,Gottlieb Braun,,,essays; poetry; stories,,JG Schweighäufer; Bockshammer; Kölle; von Haug; Lembke; Theiler; Schreiber; Hebel; Stöber; Friedrich Kuhn; Liet. Dittenberger; Carl Borromäus; Hell; Castelli; Posselt,,PT19.R44 v.1,,brown paper boards; gilt edges,advertisements at the end
buch1019,record,Rheinblüten,1822,Karlsruhe,Gottlieb Braun,,,history; poetry; stories; novella; play/drama; dialogue; music sheet,,Ferd v Biedenfeld; Bührlein; JF Castelli; Helmina v Chezy; Erhard Christian Eccard; A Friedrich; Karl Geib; Grillparzer; Ludwig Robert; Justinus Kerner; Schreiber; v Wessenberg; Haug; Gustav Schwab,,PT19.R44 v.2,,blue paper boards; gilt edges,
buch1020,record,Rheinblüten,1824,Carlsruhe,Gottlieb Braun,,,poetry; stories; fairy tales; aphorisms,,FL Bührlein; Haug; ; E Raupach; L Robert; Aloys Schreiber; Schwab; Ludwig Tieck,,PT19.R44 v.3,,faded tan paper boards; gilt edges,
buch1021,record,Rheinblüten,1825,Carlsruhe,Gottlieb Braun,,,music sheets; poetry; stories; novella; remarks,,Justinus Kerner; Simon v Bürken; August Mayer; Mahler Müller; Gustav Schwab; L Robert; Ludwig Robert,,PT19.R44 v.4,,teal paper boards; partially rebound with blue cloth; gilt edges,
buch1022,record,Rheinischer Musenalmanach,1853,Mannheim,Ferdinand Kaufmann,,,poetry; songs,JP Lepique,Bommer; Frey; Gerning; Hadermann; Hoffmann; Köster; Link; Reimold; Zimmermann; Trauz; Le Pique,,PT19.R49,date written in pen on first page,green paper wrap with engravings,
buch1023,record,Rosen und Vergissmeinnicht,1847,Leipzig,C Berger's Buchhandlung,,,essays; novellas; poetry,Louis Bourdin,Louis Bourdin,,PT19.R82,,embossed purple paper boards; gilt edges,
buch1024,record,Rosen und Vergissmeinnicht,1848,Leipzig,C Berger's Buchhandlung,,,novellas,Louis Bourdin,,,PT19.R82,stamp from Schneider and Otto LeihBibliothek,leather on spine and paper boards,
buch1025,record,"Salina, oder Unterhaltungen für die lesesutige Welt",1816,Halle,Rengerschen Buchhandlung,,,essay; complaints; stories; drama/play; poetry,,AG Eberhard; Lafontaine; A Langbein; Wilhelm Vollring; CM Tiedge; Müchler; Dems.;,,PT19.S17 v.1,,"leather on spine and beige speckled paper boards, red edges",
buch1026,record,Unterhaltungen für die lesesutige Welt,1816,Halle,Rengerschen Buchhandlung,,,stories; poetry; novellas; essays; biography,,Friedrich de la Motte Fouque; AG Eberhard; KHL Reinhardt; AW Reimschneider; Contessa; Gräfin von Falkenburg; Karl Grumbach; Richard Roos,,PT19.S17 v.2,signature on first inside page,"leather on spine and beige speckled paper boards, red edges",
buch1027,record,"Salina, oder Unterhaltungen für die lesesutige Welt",1816,Halle,Rengerschen Buchhandlung,,,stories; poetry; novellas; essays; skit; correction,,F Laun; Lafontaine; K Grumbach; Richard Roos; von Langbein; KG Prätzel; AG Eberhard; K Müchler,,PT19.S17 v.3,signature on first inside page; Heims Library stamp,"leather on spine and beige speckled paper boards, red edges",advertisements at the end
